id,japanese,english,latin,category,region,testSet,explanation
pdf_kaibo4_15a17849c0,腰筋筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d630a11f58,腸骨筋筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f72f650322,腸恥筋膜弓,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ebf9c00c76,横筋筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_778bcb4926,窩間靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_8c17e91c9f,腸骨恥骨靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_987024ea1e,腹部の被覆筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_92a24fce37,深被覆筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_91ab27ed31,中間被覆筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_9400732389,浅被覆筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_07d17a76fe,陰核提靱帯♀,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_7e5118f216,陰茎提靱帯♂,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c86e052f2d,疎性結合組織,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_8bd9c01abf,腹部の皮下組織,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_bac20153a2,膜様層,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_56547ff34f,陰核ワナ靱帯♀,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f1785b546b,陰茎ワナ靱帯♂,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_1fe3c63c38,脂肪組織層,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_daf39b8d66,骨盤部の筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d589605e64,臓側骨盤筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_a3a5bcb62f,直腸前立腺筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_0ef4247d23,直腸,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_6fa52bd9e1,膀胱中隔♂,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_584c8c21d7,直腸腟筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_dc8ecd7620,直腸腟中,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_34d44fa588,隔♀,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_9ce77c9efb,壁側骨盤筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d1daa5b481,骨盤内筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_9eeba6c28a,閉鎖筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_8a2cd159e0,骨盤筋膜腱弓,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_14163661ab,梨状筋筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_640da43adb,上骨盤隔膜筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f8eac0c09c,恥骨膀胱靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_95db736e89,前立腺内側靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_7dceb69b96,恥骨膀胱内側靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ff1860d635,恥骨膀胱筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_456cd9cb58,恥骨前立腺靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f2295462df,骨前立腺外側靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_86779117ee,恥骨膀胱外側靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_351e9179fe,膀胱外側靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_57735d7ce6,直腸膀胱筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_b2f64aa7fa,仙骨前筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ca16628bea,直腸仙骨筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_2416e41d55,下骨盤隔膜筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_1217b26532,骨盤隔膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_6d1ffa6eb2,肛門挙筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f49aa7a2e1,恥骨尾骨筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_52fd4c0600,恥骨会陰筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_e67c4ea290,恥骨前立腺筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_a270ea4190,立腺挙筋♂,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_3591a41601,恥骨腟筋♀,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c3b4c163f3,恥骨肛門筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_de15d0eb1c,恥骨直腸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_3cc8e329de,腸骨尾骨筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d9de474f70,肛門挙筋腱弓,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_35c051f13c,尿生殖裂孔,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_1ecfd0efed,坐骨尾骨筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_5f2be1b4a9,尾骨筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_66083af85b,外肛門括約筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_6e6ddc8a84,皮下部,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ed44595cf4,肛門尾骨靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_009adfcc08,恥骨尾骨筋腱,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_a09ab37032,腸骨尾骨筋縫線,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_0480a18326,外肛門括約筋浅部付,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_46a71fb7ff,上肢の筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_e508610894,上腕の前区画,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_57878f04cd,上腕の屈,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f1fc286faa,筋区画,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_5b330ebdcf,上腕の後区画,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ac43bac1d0,上腕の伸,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_a186b854d0,前腕の前区画,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_e48097e13b,前腕の屈,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ca0d96c05e,前腕の後区画,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_1f4fbd0825,前腕の伸,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c9590a8b2c,肩峰部,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_dc73a3ad38,肩甲棘部,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_7f056da42d,棘上筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_81168960a5,棘上筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_62e99c9430,棘下筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_360bb58873,棘下筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_63b683f2f4,小円筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_175d994f73,大円筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f552674687,肩甲下筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_88cc90a212,長頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_63b913463b,短頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ce56779fd8,上腕二頭筋腱膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_8f860cf3be,線維,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_0d2690c8c1,性腱膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c11dd9d5a2,烏口腕筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d6ce1fde41,上腕筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_1b614ca129,外側頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c430f1820b,内側頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_40e746a8a3,深頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d56fad5ab4,肘関節筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_29a3bb21b4,肘筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_78bb8bea26,円回内筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_6edbd6f7bc,上腕頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c0c8ae1cf3,橈側手根屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_5974726b91,長掌筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_a9513ef2cf,尺側手根屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_124cef6434,浅指屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_e147c79632,上腕尺骨頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_5e946d9946,深指屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_46687a2e50,長母指屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_66fc750d4c,方形回内筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_b53e986536,腕橈骨筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_e94947a07d,長橈側手根伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_74d6f507b9,短橈側手根伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_10f5d76584,総指伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_8eea1e8c1d,指伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_bda46a4568,腱間結合,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_3251f10c5a,小指伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_e8f347721b,尺側手根伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_2cfbd528ca,長母指外転筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_270b2d1cce,短母指伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_91b9d7a60c,長母指伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_42f15c413e,示指伸筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_a90568af7d,短掌筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ebc4907eaf,短母指外転筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_eb406ed874,短母指屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_3047d4de24,浅頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_4bf0be199d,母指対立筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_fbde5779bd,母指内転筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_5a7acafbbf,斜頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_ac915039a2,横頭,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_0371f25284,小指外転筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_0a774284e6,短小指屈筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_239903b03d,小指対立筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_f0e258dc75,手の虫様筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_10a0470fb9,手の背側骨間筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_87c1985788,掌側骨間筋,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_d27461ad4d,腋窩筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_5984a40255,腋窩提靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_0ab3610e94,三角筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_8924058c90,上腕筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_96e77e897e,内側上腕筋間中隔,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_7112df1bc8,外側上腕筋間中隔,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_3c67c4164e,前腕筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_6f6893a274,手背筋膜,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_c05bca260c,手の伸筋支帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
pdf_kaibo4_3ed3e5b3bc,浅横中手靱帯,,,muscle,general,pdf_reference_terms,kaibo4.pdf から追加した解剖学用語です。
